"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","HUR","TOT","PC_LF","Q","2001-Q2",5.2,
"PRT","HUR","TOT","PC_LF","Q","2001-Q3",5.166667,
"PRT","HUR","TOT","PC_LF","Q","2001-Q4",5.1,
"PRT","HUR","TOT","PC_LF","Q","2002-Q1",5.366667,
"PRT","HUR","TOT","PC_LF","Q","2002-Q2",5.866667,
"PRT","HUR","TOT","PC_LF","Q","2002-Q3",6.333333,
"PRT","HUR","TOT","PC_LF","Q","2002-Q4",7.066667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q1",7.266667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q2",7.466667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q3",7.4,
"PRT","HUR","TOT","PC_LF","Q","2003-Q4",7.466667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q1",7.266667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q2",7.666667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q3",8,
"PRT","HUR","TOT","PC_LF","Q","2004-Q4",8.166667,
"PRT","HUR","TOT","PC_LF","Q","2005-Q1",8.4,
"PRT","HUR","TOT","PC_LF","Q","2005-Q2",8.7,
"PRT","HUR","TOT","PC_LF","Q","2005-Q3",9.033334,
"PRT","HUR","TOT","PC_LF","Q","2005-Q4",8.966666,
"PRT","HUR","TOT","PC_LF","Q","2006-Q1",8.7,
"PRT","HUR","TOT","PC_LF","Q","2006-Q2",8.7,
"PRT","HUR","TOT","PC_LF","Q","2006-Q3",8.9,
"PRT","HUR","TOT","PC_LF","Q","2006-Q4",9.266666,
"PRT","HUR","TOT","PC_LF","Q","2007-Q1",9.266666,
"PRT","HUR","TOT","PC_LF","Q","2007-Q2",9.3,
"PRT","HUR","TOT","PC_LF","Q","2007-Q3",9.066667,
"PRT","HUR","TOT","PC_LF","Q","2007-Q4",8.866667,
"PRT","HUR","TOT","PC_LF","Q","2008-Q1",8.566667,
"PRT","HUR","TOT","PC_LF","Q","2008-Q2",8.633333,
"PRT","HUR","TOT","PC_LF","Q","2008-Q3",8.866667,
"PRT","HUR","TOT","PC_LF","Q","2008-Q4",9,
"PRT","HUR","TOT","PC_LF","Q","2009-Q1",9.733334,
"PRT","HUR","TOT","PC_LF","Q","2009-Q2",10.53333,
"PRT","HUR","TOT","PC_LF","Q","2009-Q3",11.16667,
"PRT","HUR","TOT","PC_LF","Q","2009-Q4",11.26667,
"PRT","HUR","TOT","PC_LF","Q","2010-Q1",11.43333,
"PRT","HUR","TOT","PC_LF","Q","2010-Q2",12.13333,
"PRT","HUR","TOT","PC_LF","Q","2010-Q3",12.36667,
"PRT","HUR","TOT","PC_LF","Q","2010-Q4",12.16667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q1",12.26667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q2",12.43333,
"PRT","HUR","TOT","PC_LF","Q","2011-Q3",12.86667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q4",13.96667,
"PRT","HUR","TOT","PC_LF","Q","2012-Q1",14.63333,
"PRT","HUR","TOT","PC_LF","Q","2012-Q2",15.43333,
"PRT","HUR","TOT","PC_LF","Q","2012-Q3",16.06667,
"PRT","HUR","TOT","PC_LF","Q","2012-Q4",17,
"PRT","HUR","TOT","PC_LF","Q","2013-Q1",17.3,
"PRT","HUR","TOT","PC_LF","Q","2013-Q2",16.86667,
"PRT","HUR","TOT","PC_LF","Q","2013-Q3",16.2,
"PRT","HUR","TOT","PC_LF","Q","2013-Q4",15.33333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q1",14.8,
"PRT","HUR","TOT","PC_LF","Q","2014-Q2",14.46667,
"PRT","HUR","TOT","PC_LF","Q","2014-Q3",13.73333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q4",13.53333,
"PRT","HUR","TOT","PC_LF","Q","2015-Q1",13.36667,
"PRT","HUR","TOT","PC_LF","Q","2015-Q2",12.53333,
"PRT","HUR","TOT","PC_LF","Q","2015-Q3",12.4,
"PRT","HUR","TOT","PC_LF","Q","2015-Q4",12.23333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q1",12,
"PRT","HUR","TOT","PC_LF","Q","2016-Q2",11.33333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q3",10.93333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q4",10.43333,
"PRT","HUR","TOT","PC_LF","Q","2017-Q1",9.833333,
"PRT","HUR","TOT","PC_LF","Q","2017-Q2",9.3,
"PRT","HUR","TOT","PC_LF","Q","2017-Q3",8.8,
"PRT","HUR","TOT","PC_LF","Q","2017-Q4",8.133333,
"PRT","HUR","TOT","PC_LF","Q","2018-Q1",7.6,
"PRT","HUR","TOT","PC_LF","Q","2018-Q2",7.033333,
"PRT","HUR","TOT","PC_LF","Q","2018-Q3",6.833333,
"PRT","HUR","TOT","PC_LF","Q","2018-Q4",6.633333,
"PRT","HUR","TOT","PC_LF","Q","2019-Q1",6.5,
"PRT","HUR","TOT","PC_LF","Q","2019-Q2",6.6,
"PRT","HUR","TOT","PC_LF","Q","2019-Q3",6.466667,
"PRT","HUR","TOT","PC_LF","Q","2019-Q4",6.633333,
"PRT","HUR","TOT","PC_LF","Q","2020-Q1",6.466667,
"PRT","HUR","TOT","PC_LF","Q","2020-Q2",6.5,
"SVK","HUR","TOT","PC_LF","Q","2000-Q1",18.5,
"SVK","HUR","TOT","PC_LF","Q","2000-Q2",19.16667,
"SVK","HUR","TOT","PC_LF","Q","2000-Q3",18.96667,
"SVK","HUR","TOT","PC_LF","Q","2000-Q4",18.96667,
"SVK","HUR","TOT","PC_LF","Q","2001-Q1",19.36667,
"SVK","HUR","TOT","PC_LF","Q","2001-Q2",19.53333,
"SVK","HUR","TOT","PC_LF","Q","2001-Q3",19.46667,
"SVK","HUR","TOT","PC_LF","Q","2001-Q4",19.46667,
"SVK","HUR","TOT","PC_LF","Q","2002-Q1",19,
"SVK","HUR","TOT","PC_LF","Q","2002-Q2",18.93333,
"SVK","HUR","TOT","PC_LF","Q","2002-Q3",18.76667,
"SVK","HUR","TOT","PC_LF","Q","2002-Q4",18.6,
"SVK","HUR","TOT","PC_LF","Q","2003-Q1",18,
"SVK","HUR","TOT","PC_LF","Q","2003-Q2",17.33333,
"SVK","HUR","TOT","PC_LF","Q","2003-Q3",17.5,
"SVK","HUR","TOT","PC_LF","Q","2003-Q4",17.96667,
"SVK","HUR","TOT","PC_LF","Q","2004-Q1",18.9,
"SVK","HUR","TOT","PC_LF","Q","2004-Q2",18.8,
"SVK","HUR","TOT","PC_LF","Q","2004-Q3",18.03333,
"SVK","HUR","TOT","PC_LF","Q","2004-Q4",17.7,
"SVK","HUR","TOT","PC_LF","Q","2005-Q1",17.13333,
"SVK","HUR","TOT","PC_LF","Q","2005-Q2",16.53333,
"SVK","HUR","TOT","PC_LF","Q","2005-Q3",16.06667,
"SVK","HUR","TOT","PC_LF","Q","2005-Q4",15.7,
"SVK","HUR","TOT","PC_LF","Q","2006-Q1",14.63333,
"SVK","HUR","TOT","PC_LF","Q","2006-Q2",13.7,
"SVK","HUR","TOT","PC_LF","Q","2006-Q3",13.06667,
"SVK","HUR","TOT","PC_LF","Q","2006-Q4",12.36667,
"SVK","HUR","TOT","PC_LF","Q","2007-Q1",11.43333,
"SVK","HUR","TOT","PC_LF","Q","2007-Q2",11.33333,
"SVK","HUR","TOT","PC_LF","Q","2007-Q3",11.43333,
"SVK","HUR","TOT","PC_LF","Q","2007-Q4",10.66667,
"SVK","HUR","TOT","PC_LF","Q","2008-Q1",10.3,
"SVK","HUR","TOT","PC_LF","Q","2008-Q2",10.1,
"SVK","HUR","TOT","PC_LF","Q","2008-Q3",9.066667,
"SVK","HUR","TOT","PC_LF","Q","2008-Q4",8.9,
"SVK","HUR","TOT","PC_LF","Q","2009-Q1",10.16667,
"SVK","HUR","TOT","PC_LF","Q","2009-Q2",11.4,
"SVK","HUR","TOT","PC_LF","Q","2009-Q3",12.73333,
"SVK","HUR","TOT","PC_LF","Q","2009-Q4",14.06667,
"SVK","HUR","TOT","PC_LF","Q","2010-Q1",14.93333,
"SVK","HUR","TOT","PC_LF","Q","2010-Q2",14.7,
"SVK","HUR","TOT","PC_LF","Q","2010-Q3",14.36667,
"SVK","HUR","TOT","PC_LF","Q","2010-Q4",13.93333,
"SVK","HUR","TOT","PC_LF","Q","2011-Q1",13.76667,
"SVK","HUR","TOT","PC_LF","Q","2011-Q2",13.6,
"SVK","HUR","TOT","PC_LF","Q","2011-Q3",13.53333,
"SVK","HUR","TOT","PC_LF","Q","2011-Q4",13.8,
"SVK","HUR","TOT","PC_LF","Q","2012-Q1",13.86667,
"SVK","HUR","TOT","PC_LF","Q","2012-Q2",13.9,
"SVK","HUR","TOT","PC_LF","Q","2012-Q3",13.93333,
"SVK","HUR","TOT","PC_LF","Q","2012-Q4",14.2,
"SVK","HUR","TOT","PC_LF","Q","2013-Q1",14.36667,
"SVK","HUR","TOT","PC_LF","Q","2013-Q2",14.4,
"SVK","HUR","TOT","PC_LF","Q","2013-Q3",14.2,
"SVK","HUR","TOT","PC_LF","Q","2013-Q4",14.06667,
"SVK","HUR","TOT","PC_LF","Q","2014-Q1",13.8,
"SVK","HUR","TOT","PC_LF","Q","2014-Q2",13.46667,
"SVK","HUR","TOT","PC_LF","Q","2014-Q3",12.96667,
"SVK","HUR","TOT","PC_LF","Q","2014-Q4",12.5,
"SVK","HUR","TOT","PC_LF","Q","2015-Q1",12.2,
"SVK","HUR","TOT","PC_LF","Q","2015-Q2",11.6,
"SVK","HUR","TOT","PC_LF","Q","2015-Q3",11.3,
"SVK","HUR","TOT","PC_LF","Q","2015-Q4",10.83333,
"SVK","HUR","TOT","PC_LF","Q","2016-Q1",10.33333,
"SVK","HUR","TOT","PC_LF","Q","2016-Q2",9.866667,
"SVK","HUR","TOT","PC_LF","Q","2016-Q3",9.5,
"SVK","HUR","TOT","PC_LF","Q","2016-Q4",9.033334,
"SVK","HUR","TOT","PC_LF","Q","2017-Q1",8.633333,
"SVK","HUR","TOT","PC_LF","Q","2017-Q2",8.3,
"SVK","HUR","TOT","PC_LF","Q","2017-Q3",7.9,
"SVK","HUR","TOT","PC_LF","Q","2017-Q4",7.6,
"SVK","HUR","TOT","PC_LF","Q","2018-Q1",7.133333,
"SVK","HUR","TOT","PC_LF","Q","2018-Q2",6.7,
"SVK","HUR","TOT","PC_LF","Q","2018-Q3",6.333333,
"SVK","HUR","TOT","PC_LF","Q","2018-Q4",6,
"SVK","HUR","TOT","PC_LF","Q","2019-Q1",5.866667,
"SVK","HUR","TOT","PC_LF","Q","2019-Q2",5.766667,
"SVK","HUR","TOT","PC_LF","Q","2019-Q3",5.766667,
"SVK","HUR","TOT","PC_LF","Q","2019-Q4",5.633333,
"SVK","HUR","TOT","PC_LF","Q","2020-Q1",5.966667,
"SVK","HUR","TOT","PC_LF","Q","2020-Q2",6.733333,
"ESP","HUR","TOT","PC_LF","Q","2000-Q1",12.46667,
"ESP","HUR","TOT","PC_LF","Q","2000-Q2",11.93333,
"ESP","HUR","TOT","PC_LF","Q","2000-Q3",11.8,
"ESP","HUR","TOT","PC_LF","Q","2000-Q4",11.46667,
"ESP","HUR","TOT","PC_LF","Q","2001-Q1",10.66667,
"ESP","HUR","TOT","PC_LF","Q","2001-Q2",10.5,
"ESP","HUR","TOT","PC_LF","Q","2001-Q3",10.53333,
"ESP","HUR","TOT","PC_LF","Q","2001-Q4",10.6,
"ESP","HUR","TOT","PC_LF","Q","2002-Q1",11.26667,
"ESP","HUR","TOT","PC_LF","Q","2002-Q2",11.26667,
"ESP","HUR","TOT","PC_LF","Q","2002-Q3",11.73333,
"ESP","HUR","TOT","PC_LF","Q","2002-Q4",11.6,
"ESP","HUR","TOT","PC_LF","Q","2003-Q1",11.66667,
"ESP","HUR","TOT","PC_LF","Q","2003-Q2",11.4,
"ESP","HUR","TOT","PC_LF","Q","2003-Q3",11.53333,
"ESP","HUR","TOT","PC_LF","Q","2003-Q4",11.36667,
"ESP","HUR","TOT","PC_LF","Q","2004-Q1",11.2,
"ESP","HUR","TOT","PC_LF","Q","2004-Q2",11.2,
"ESP","HUR","TOT","PC_LF","Q","2004-Q3",10.96667,
"ESP","HUR","TOT","PC_LF","Q","2004-Q4",10.53333,
"ESP","HUR","TOT","PC_LF","Q","2005-Q1",9.9,
"ESP","HUR","TOT","PC_LF","Q","2005-Q2",9.4,
"ESP","HUR","TOT","PC_LF","Q","2005-Q3",8.633333,
"ESP","HUR","TOT","PC_LF","Q","2005-Q4",8.7,
"ESP","HUR","TOT","PC_LF","Q","2006-Q1",8.733334,
"ESP","HUR","TOT","PC_LF","Q","2006-Q2",8.5,
"ESP","HUR","TOT","PC_LF","Q","2006-Q3",8.266666,
"ESP","HUR","TOT","PC_LF","Q","2006-Q4",8.266666,
"ESP","HUR","TOT","PC_LF","Q","2007-Q1",8.2,
"ESP","HUR","TOT","PC_LF","Q","2007-Q2",7.966667,
"ESP","HUR","TOT","PC_LF","Q","2007-Q3",8.233334,
"ESP","HUR","TOT","PC_LF","Q","2007-Q4",8.6,
"ESP","HUR","TOT","PC_LF","Q","2008-Q1",9.3,
"ESP","HUR","TOT","PC_LF","Q","2008-Q2",10.4,
"ESP","HUR","TOT","PC_LF","Q","2008-Q3",11.53333,
"ESP","HUR","TOT","PC_LF","Q","2008-Q4",13.83333,
"ESP","HUR","TOT","PC_LF","Q","2009-Q1",16.73333,
"ESP","HUR","TOT","PC_LF","Q","2009-Q2",17.86667,
"ESP","HUR","TOT","PC_LF","Q","2009-Q3",18.2,
"ESP","HUR","TOT","PC_LF","Q","2009-Q4",18.73333,
"ESP","HUR","TOT","PC_LF","Q","2010-Q1",19.33333,
"ESP","HUR","TOT","PC_LF","Q","2010-Q2",19.96667,
"ESP","HUR","TOT","PC_LF","Q","2010-Q3",20,
"ESP","HUR","TOT","PC_LF","Q","2010-Q4",20.2,
"ESP","HUR","TOT","PC_LF","Q","2011-Q1",20.5,
"ESP","HUR","TOT","PC_LF","Q","2011-Q2",20.76667,
"ESP","HUR","TOT","PC_LF","Q","2011-Q3",21.73333,
"ESP","HUR","TOT","PC_LF","Q","2011-Q4",22.63333,
"ESP","HUR","TOT","PC_LF","Q","2012-Q1",23.53333,
"ESP","HUR","TOT","PC_LF","Q","2012-Q2",24.6,
"ESP","HUR","TOT","PC_LF","Q","2012-Q3",25.3,
"ESP","HUR","TOT","PC_LF","Q","2012-Q4",25.83333,
"ESP","HUR","TOT","PC_LF","Q","2013-Q1",26.23333,
"ESP","HUR","TOT","PC_LF","Q","2013-Q2",26.23333,
"ESP","HUR","TOT","PC_LF","Q","2013-Q3",26.2,
"ESP","HUR","TOT","PC_LF","Q","2013-Q4",25.76667,
"ESP","HUR","TOT","PC_LF","Q","2014-Q1",25.26667,
"ESP","HUR","TOT","PC_LF","Q","2014-Q2",24.6,
"ESP","HUR","TOT","PC_LF","Q","2014-Q3",24.2,
"ESP","HUR","TOT","PC_LF","Q","2014-Q4",23.76667,
"ESP","HUR","TOT","PC_LF","Q","2015-Q1",23.13333,
"ESP","HUR","TOT","PC_LF","Q","2015-Q2",22.5,
"ESP","HUR","TOT","PC_LF","Q","2015-Q3",21.66667,
"ESP","HUR","TOT","PC_LF","Q","2015-Q4",20.96667,
"ESP","HUR","TOT","PC_LF","Q","2016-Q1",20.36667,
"ESP","HUR","TOT","PC_LF","Q","2016-Q2",20.1,
"ESP","HUR","TOT","PC_LF","Q","2016-Q3",19.33333,
"ESP","HUR","TOT","PC_LF","Q","2016-Q4",18.7,
"ESP","HUR","TOT","PC_LF","Q","2017-Q1",18.16667,
"ESP","HUR","TOT","PC_LF","Q","2017-Q2",17.36667,
"ESP","HUR","TOT","PC_LF","Q","2017-Q3",16.8,
"ESP","HUR","TOT","PC_LF","Q","2017-Q4",16.6,
"ESP","HUR","TOT","PC_LF","Q","2018-Q1",16.16667,
"ESP","HUR","TOT","PC_LF","Q","2018-Q2",15.43333,
"ESP","HUR","TOT","PC_LF","Q","2018-Q3",14.9,
"ESP","HUR","TOT","PC_LF","Q","2018-Q4",14.5,
"ESP","HUR","TOT","PC_LF","Q","2019-Q1",14.23333,
"ESP","HUR","TOT","PC_LF","Q","2019-Q2",14.2,
"ESP","HUR","TOT","PC_LF","Q","2019-Q3",14.23333,
"ESP","HUR","TOT","PC_LF","Q","2019-Q4",13.83333,
"ESP","HUR","TOT","PC_LF","Q","2020-Q1",13.93333,
"ESP","HUR","TOT","PC_LF","Q","2020-Q2",15.46667,
"SWE","HUR","TOT","PC_LF","Q","2000-Q1",6.066667,
"SWE","HUR","TOT","PC_LF","Q","2000-Q2",5.766667,
"SWE","HUR","TOT","PC_LF","Q","2000-Q3",5.433333,
"SWE","HUR","TOT","PC_LF","Q","2000-Q4",5.1,
"SWE","HUR","TOT","PC_LF","Q","2001-Q1",5.9,
"SWE","HUR","TOT","PC_LF","Q","2001-Q2",5.7,
"SWE","HUR","TOT","PC_LF","Q","2001-Q3",5.833333,
"SWE","HUR","TOT","PC_LF","Q","2001-Q4",5.966667,
"SWE","HUR","TOT","PC_LF","Q","2002-Q1",5.8,
"SWE","HUR","TOT","PC_LF","Q","2002-Q2",5.8,
"SWE","HUR","TOT","PC_LF","Q","2002-Q3",6.066667,
"SWE","HUR","TOT","PC_LF","Q","2002-Q4",6.166667,
"SWE","HUR","TOT","PC_LF","Q","2003-Q1",6.233333,
"SWE","HUR","TOT","PC_LF","Q","2003-Q2",6.333333,
"SWE","HUR","TOT","PC_LF","Q","2003-Q3",6.633333,
"SWE","HUR","TOT","PC_LF","Q","2003-Q4",7.066667,
"SWE","HUR","TOT","PC_LF","Q","2004-Q1",7.333333,
"SWE","HUR","TOT","PC_LF","Q","2004-Q2",7.366667,
"SWE","HUR","TOT","PC_LF","Q","2004-Q3",7.433333,
"SWE","HUR","TOT","PC_LF","Q","2004-Q4",7.366667,
"SWE","HUR","TOT","PC_LF","Q","2005-Q1",7.366667,
"SWE","HUR","TOT","PC_LF","Q","2005-Q2",7.9,
"SWE","HUR","TOT","PC_LF","Q","2005-Q3",7.766667,
"SWE","HUR","TOT","PC_LF","Q","2005-Q4",7.633333,
"SWE","HUR","TOT","PC_LF","Q","2006-Q1",7.466667,
"SWE","HUR","TOT","PC_LF","Q","2006-Q2",7.333333,
"SWE","HUR","TOT","PC_LF","Q","2006-Q3",6.9,
"SWE","HUR","TOT","PC_LF","Q","2006-Q4",6.533333,
"SWE","HUR","TOT","PC_LF","Q","2007-Q1",6.433333,
"SWE","HUR","TOT","PC_LF","Q","2007-Q2",6.066667,
"SWE","HUR","TOT","PC_LF","Q","2007-Q3",5.966667,
"SWE","HUR","TOT","PC_LF","Q","2007-Q4",6.066667,
"SWE","HUR","TOT","PC_LF","Q","2008-Q1",5.866667,
"SWE","HUR","TOT","PC_LF","Q","2008-Q2",6,
"SWE","HUR","TOT","PC_LF","Q","2008-Q3",6.166667,
"SWE","HUR","TOT","PC_LF","Q","2008-Q4",6.7,
"SWE","HUR","TOT","PC_LF","Q","2009-Q1",7.433333,
"SWE","HUR","TOT","PC_LF","Q","2009-Q2",8.366667,
"SWE","HUR","TOT","PC_LF","Q","2009-Q3",8.666667,
"SWE","HUR","TOT","PC_LF","Q","2009-Q4",8.8,
"SWE","HUR","TOT","PC_LF","Q","2010-Q1",8.933333,
"SWE","HUR","TOT","PC_LF","Q","2010-Q2",8.766666,
"SWE","HUR","TOT","PC_LF","Q","2010-Q3",8.5,
"SWE","HUR","TOT","PC_LF","Q","2010-Q4",8.1,
"SWE","HUR","TOT","PC_LF","Q","2011-Q1",7.9,
"SWE","HUR","TOT","PC_LF","Q","2011-Q2",7.8,
"SWE","HUR","TOT","PC_LF","Q","2011-Q3",7.633333,
"SWE","HUR","TOT","PC_LF","Q","2011-Q4",7.766667,
"SWE","HUR","TOT","PC_LF","Q","2012-Q1",7.733333,
"SWE","HUR","TOT","PC_LF","Q","2012-Q2",7.866667,
"SWE","HUR","TOT","PC_LF","Q","2012-Q3",8.1,
"SWE","HUR","TOT","PC_LF","Q","2012-Q4",8.166667,
"SWE","HUR","TOT","PC_LF","Q","2013-Q1",8.066667,
"SWE","HUR","TOT","PC_LF","Q","2013-Q2",8.033334,
"SWE","HUR","TOT","PC_LF","Q","2013-Q3",8,
"SWE","HUR","TOT","PC_LF","Q","2013-Q4",7.966667,
"SWE","HUR","TOT","PC_LF","Q","2014-Q1",8.066667,
"SWE","HUR","TOT","PC_LF","Q","2014-Q2",7.933333,
"SWE","HUR","TOT","PC_LF","Q","2014-Q3",7.866667,
"SWE","HUR","TOT","PC_LF","Q","2014-Q4",7.8,
"SWE","HUR","TOT","PC_LF","Q","2015-Q1",7.733333,
"SWE","HUR","TOT","PC_LF","Q","2015-Q2",7.633333,
"SWE","HUR","TOT","PC_LF","Q","2015-Q3",7.1,
"SWE","HUR","TOT","PC_LF","Q","2015-Q4",7.1,
"SWE","HUR","TOT","PC_LF","Q","2016-Q1",7.133333,
"SWE","HUR","TOT","PC_LF","Q","2016-Q2",6.9,
"SWE","HUR","TOT","PC_LF","Q","2016-Q3",6.866667,
"SWE","HUR","TOT","PC_LF","Q","2016-Q4",6.866667,
"SWE","HUR","TOT","PC_LF","Q","2017-Q1",6.7,
"SWE","HUR","TOT","PC_LF","Q","2017-Q2",6.733333,
"SWE","HUR","TOT","PC_LF","Q","2017-Q3",6.7,
"SWE","HUR","TOT","PC_LF","Q","2017-Q4",6.566667,
"SWE","HUR","TOT","PC_LF","Q","2018-Q1",6.133333,
"SWE","HUR","TOT","PC_LF","Q","2018-Q2",6.3,
"SWE","HUR","TOT","PC_LF","Q","2018-Q3",6.433333,
"SWE","HUR","TOT","PC_LF","Q","2018-Q4",6.4,
"SWE","HUR","TOT","PC_LF","Q","2019-Q1",6.733333,
"SWE","HUR","TOT","PC_LF","Q","2019-Q2",6.5,
"SWE","HUR","TOT","PC_LF","Q","2019-Q3",7,
"SWE","HUR","TOT","PC_LF","Q","2019-Q4",6.9,
"SWE","HUR","TOT","PC_LF","Q","2020-Q1",7.2,
"SWE","HUR","TOT","PC_LF","Q","2020-Q2",8.5,
"CHE","HUR","TOT","PC_LF","Q","2000-Q2",2.664994,
"CHE","HUR","TOT","PC_LF","Q","2001-Q2",2.490901,
"CHE","HUR","TOT","PC_LF","Q","2002-Q2",2.92339,
"CHE","HUR","TOT","PC_LF","Q","2003-Q2",4.115555,
"CHE","HUR","TOT","PC_LF","Q","2004-Q2",4.316408,
"CHE","HUR","TOT","PC_LF","Q","2005-Q2",4.436162,
"CHE","HUR","TOT","PC_LF","Q","2006-Q2",3.99981,
"CHE","HUR","TOT","PC_LF","Q","2007-Q2",3.650983,
"CHE","HUR","TOT","PC_LF","Q","2008-Q2",3.350551,
"CHE","HUR","TOT","PC_LF","Q","2009-Q2",4.115744,"B"
"CHE","HUR","TOT","PC_LF","Q","2010-Q1",5.042059,
"CHE","HUR","TOT","PC_LF","Q","2010-Q2",4.950612,
"CHE","HUR","TOT","PC_LF","Q","2010-Q3",4.776166,
"CHE","HUR","TOT","PC_LF","Q","2010-Q4",4.444,
"CHE","HUR","TOT","PC_LF","Q","2011-Q1",4.381019,
"CHE","HUR","TOT","PC_LF","Q","2011-Q2",4.178884,
"CHE","HUR","TOT","PC_LF","Q","2011-Q3",4.461938,
"CHE","HUR","TOT","PC_LF","Q","2011-Q4",4.586877,
"CHE","HUR","TOT","PC_LF","Q","2012-Q1",4.232762,
"CHE","HUR","TOT","PC_LF","Q","2012-Q2",4.32444,
"CHE","HUR","TOT","PC_LF","Q","2012-Q3",4.504085,
"CHE","HUR","TOT","PC_LF","Q","2012-Q4",4.874351,
"CHE","HUR","TOT","PC_LF","Q","2013-Q1",4.792919,
"CHE","HUR","TOT","PC_LF","Q","2013-Q2",4.822156,
"CHE","HUR","TOT","PC_LF","Q","2013-Q3",4.736925,
"CHE","HUR","TOT","PC_LF","Q","2013-Q4",4.636983,
"CHE","HUR","TOT","PC_LF","Q","2014-Q1",4.967164,
"CHE","HUR","TOT","PC_LF","Q","2014-Q2",4.974679,
"CHE","HUR","TOT","PC_LF","Q","2014-Q3",4.891374,
"CHE","HUR","TOT","PC_LF","Q","2014-Q4",4.477668,
"CHE","HUR","TOT","PC_LF","Q","2015-Q1",4.401793,
"CHE","HUR","TOT","PC_LF","Q","2015-Q2",4.727315,
"CHE","HUR","TOT","PC_LF","Q","2015-Q3",4.985295,
"CHE","HUR","TOT","PC_LF","Q","2015-Q4",5.085412,
"CHE","HUR","TOT","PC_LF","Q","2016-Q1",4.97717,
"CHE","HUR","TOT","PC_LF","Q","2016-Q2",4.934945,
"CHE","HUR","TOT","PC_LF","Q","2016-Q3",4.953367,
"CHE","HUR","TOT","PC_LF","Q","2016-Q4",4.806677,
"CHE","HUR","TOT","PC_LF","Q","2017-Q1",4.918076,
"CHE","HUR","TOT","PC_LF","Q","2017-Q2",4.694241,
"CHE","HUR","TOT","PC_LF","Q","2017-Q3",4.834247,
"CHE","HUR","TOT","PC_LF","Q","2017-Q4",4.741162,
"CHE","HUR","TOT","PC_LF","Q","2018-Q1",4.876605,
"CHE","HUR","TOT","PC_LF","Q","2018-Q2",4.919204,
"CHE","HUR","TOT","PC_LF","Q","2018-Q3",4.271272,
"CHE","HUR","TOT","PC_LF","Q","2018-Q4",4.785225,
"CHE","HUR","TOT","PC_LF","Q","2019-Q1",4.624613,
"CHE","HUR","TOT","PC_LF","Q","2019-Q2",4.454711,
"CHE","HUR","TOT","PC_LF","Q","2019-Q3",4.426384,
"CHE","HUR","TOT","PC_LF","Q","2019-Q4",4.072736,
"CHE","HUR","TOT","PC_LF","Q","2020-Q1",4.208988,
"CHE","HUR","TOT","PC_LF","Q","2020-Q2",4.902433,
"TUR","HUR","TOT","PC_LF","Q","2005-Q1",9.233334,
"TUR","HUR","TOT","PC_LF","Q","2005-Q2",9.6,
"TUR","HUR","TOT","PC_LF","Q","2005-Q3",9.5,
"TUR","HUR","TOT","PC_LF","Q","2005-Q4",9.7,
"TUR","HUR","TOT","PC_LF","Q","2006-Q1",9.5,
"TUR","HUR","TOT","PC_LF","Q","2006-Q2",9.033334,
"TUR","HUR","TOT","PC_LF","Q","2006-Q3",8.933333,
"TUR","HUR","TOT","PC_LF","Q","2006-Q4",8.766666,
"TUR","HUR","TOT","PC_LF","Q","2007-Q1",8.9,
"TUR","HUR","TOT","PC_LF","Q","2007-Q2",9.2,
"TUR","HUR","TOT","PC_LF","Q","2007-Q3",9.2,
"TUR","HUR","TOT","PC_LF","Q","2007-Q4",9.4,
"TUR","HUR","TOT","PC_LF","Q","2008-Q1",9.4,
"TUR","HUR","TOT","PC_LF","Q","2008-Q2",9.333333,
"TUR","HUR","TOT","PC_LF","Q","2008-Q3",9.966666,
"TUR","HUR","TOT","PC_LF","Q","2008-Q4",11.36667,
"TUR","HUR","TOT","PC_LF","Q","2009-Q1",13.1,
"TUR","HUR","TOT","PC_LF","Q","2009-Q2",13.73333,
"TUR","HUR","TOT","PC_LF","Q","2009-Q3",13.06667,
"TUR","HUR","TOT","PC_LF","Q","2009-Q4",12.23333,
"TUR","HUR","TOT","PC_LF","Q","2010-Q1",12.06667,
"TUR","HUR","TOT","PC_LF","Q","2010-Q2",11.2,
"TUR","HUR","TOT","PC_LF","Q","2010-Q3",10.86667,
"TUR","HUR","TOT","PC_LF","Q","2010-Q4",10.33333,
"TUR","HUR","TOT","PC_LF","Q","2011-Q1",9.666667,
"TUR","HUR","TOT","PC_LF","Q","2011-Q2",9.533334,
"TUR","HUR","TOT","PC_LF","Q","2011-Q3",8.8,
